name,family,ticker,category,is_sharpe,oos_sharpe,oos_drawdown,trade_count
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.3,cmo_fisher,QQQ,trend,-0.4127,-0.2374,-0.2647,844
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.2,cmo_fisher,QQQ,trend,-0.3903,-0.3607,-0.2616,983
cmo_fisher__fisher_period14__cmo_period20__score_thresh0.3,cmo_fisher,QQQ,trend,-0.2431,0.0122,-0.1948,698
cmo_fisher__fisher_period8__cmo_period14__score_thresh0.2,cmo_fisher,QQQ,trend,-0.4359,-0.5067,-0.2881,1080
rvi_divergence__rvi_period10__lookback5,rvi_divergence,QQQ,meanrev,-0.1458,-0.8115,-0.0133,12
rvi_divergence__rvi_period10__lookback8,rvi_divergence,QQQ,meanrev,-0.4923,-0.635,-0.0321,16
rvi_divergence__rvi_period14__lookback5,rvi_divergence,QQQ,meanrev,-0.1458,-0.8115,-0.0133,12
adaptive_rsi__base_period14__fast_n2__slow_n30,adaptive_rsi,QQQ,meanrev,-0.0946,0.0059,-0.286,233
adaptive_rsi__base_period14__fast_n2__slow_n60,adaptive_rsi,QQQ,meanrev,-0.0155,0.0891,-0.2636,227
adaptive_rsi__base_period9__fast_n2__slow_n30,adaptive_rsi,QQQ,meanrev,-0.3284,0.1263,-0.2824,357
adaptive_rsi__base_period21__fast_n2__slow_n30,adaptive_rsi,QQQ,meanrev,-0.0303,0.6696,-0.1883,173
elder_impulse__ema_period8,elder_impulse,QQQ,composite,-0.4836,-0.2411,-0.3127,1480
elder_impulse__ema_period13,elder_impulse,QQQ,composite,-0.3932,-0.1634,-0.2722,1398
elder_impulse__ema_period20,elder_impulse,QQQ,composite,-0.2751,-0.3466,-0.3528,1341
klinger_osc__fast34__slow55__signal13,klinger_osc,QQQ,volume,0.1313,-0.4124,-0.4529,689
klinger_osc__fast21__slow34__signal9,klinger_osc,QQQ,volume,-0.3203,-0.4879,-0.4254,918
klinger_osc__fast55__slow89__signal13,klinger_osc,QQQ,volume,-0.1272,-0.2529,-0.3793,617
price_oscillator__fast10__slow30__signal9,price_oscillator,QQQ,trend,0.1072,-0.095,-0.2397,307
price_oscillator__fast12__slow26__signal9,price_oscillator,QQQ,trend,-0.026,-0.0853,-0.2511,301
price_oscillator__fast5__slow20__signal5,price_oscillator,QQQ,trend,-0.165,-0.1131,-0.2719,571
price_oscillator__fast20__slow50__signal9,price_oscillator,QQQ,trend,0.0746,-0.6385,-0.5521,221
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.3,cmo_fisher,IWM,trend,-0.2829,-0.1711,-0.2073,800
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.2,cmo_fisher,IWM,trend,-0.1531,-0.7353,-0.3529,956
cmo_fisher__fisher_period14__cmo_period20__score_thresh0.3,cmo_fisher,IWM,trend,-0.1651,-0.1241,-0.1629,646
cmo_fisher__fisher_period8__cmo_period14__score_thresh0.2,cmo_fisher,IWM,trend,-0.2226,-0.5806,-0.3007,1046
rvi_divergence__rvi_period10__lookback5,rvi_divergence,IWM,meanrev,0.3574,0.0,0.0,18
rvi_divergence__rvi_period10__lookback8,rvi_divergence,IWM,meanrev,-0.0816,-0.0552,-0.0246,4
rvi_divergence__rvi_period14__lookback5,rvi_divergence,IWM,meanrev,0.3574,0.0,0.0,18
adaptive_rsi__base_period14__fast_n2__slow_n30,adaptive_rsi,IWM,meanrev,0.3101,0.3798,-0.3294,285
adaptive_rsi__base_period14__fast_n2__slow_n60,adaptive_rsi,IWM,meanrev,0.2739,0.364,-0.3505,276
adaptive_rsi__base_period9__fast_n2__slow_n30,adaptive_rsi,IWM,meanrev,-0.2158,1.0953,-0.2177,394
adaptive_rsi__base_period21__fast_n2__slow_n30,adaptive_rsi,IWM,meanrev,0.1261,0.2531,-0.3144,188
elder_impulse__ema_period8,elder_impulse,IWM,composite,-0.6893,0.237,-0.3088,1531
elder_impulse__ema_period13,elder_impulse,IWM,composite,-0.6214,0.0664,-0.3104,1445
elder_impulse__ema_period20,elder_impulse,IWM,composite,-0.5123,0.109,-0.3105,1377
klinger_osc__fast34__slow55__signal13,klinger_osc,IWM,volume,-0.3284,-0.1856,-0.3833,761
klinger_osc__fast21__slow34__signal9,klinger_osc,IWM,volume,-0.3441,0.4107,-0.2172,934
klinger_osc__fast55__slow89__signal13,klinger_osc,IWM,volume,-0.1117,-0.4054,-0.4281,693
price_oscillator__fast10__slow30__signal9,price_oscillator,IWM,trend,0.1544,-0.3928,-0.4433,311
price_oscillator__fast12__slow26__signal9,price_oscillator,IWM,trend,0.2931,-0.4003,-0.4575,303
price_oscillator__fast5__slow20__signal5,price_oscillator,IWM,trend,-0.1905,0.201,-0.2299,551
price_oscillator__fast20__slow50__signal9,price_oscillator,IWM,trend,0.439,-1.0271,-0.6793,221
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.3,cmo_fisher,DIA,trend,0.1146,-0.702,-0.2656,807
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.2,cmo_fisher,DIA,trend,0.2867,-0.4805,-0.2345,894
cmo_fisher__fisher_period14__cmo_period20__score_thresh0.3,cmo_fisher,DIA,trend,0.191,-0.2738,-0.1274,674
cmo_fisher__fisher_period8__cmo_period14__score_thresh0.2,cmo_fisher,DIA,trend,0.168,-0.5375,-0.2481,1010
rvi_divergence__rvi_period10__lookback5,rvi_divergence,DIA,meanrev,-0.3104,0.2628,-0.0175,24
rvi_divergence__rvi_period10__lookback8,rvi_divergence,DIA,meanrev,0.0101,-0.3277,-0.0574,16
rvi_divergence__rvi_period14__lookback5,rvi_divergence,DIA,meanrev,-0.3104,0.2628,-0.0175,24
adaptive_rsi__base_period14__fast_n2__slow_n30,adaptive_rsi,DIA,meanrev,-0.0428,0.3493,-0.2242,258
adaptive_rsi__base_period14__fast_n2__slow_n60,adaptive_rsi,DIA,meanrev,-0.0114,0.28,-0.2257,242
adaptive_rsi__base_period9__fast_n2__slow_n30,adaptive_rsi,DIA,meanrev,-0.2337,0.7243,-0.1751,362
adaptive_rsi__base_period21__fast_n2__slow_n30,adaptive_rsi,DIA,meanrev,0.1298,0.1118,-0.2171,178
elder_impulse__ema_period8,elder_impulse,DIA,composite,-0.1876,0.2708,-0.157,1392
elder_impulse__ema_period13,elder_impulse,DIA,composite,-0.3021,0.0185,-0.2203,1376
elder_impulse__ema_period20,elder_impulse,DIA,composite,-0.2454,-0.2479,-0.2781,1314
klinger_osc__fast34__slow55__signal13,klinger_osc,DIA,volume,0.3504,-0.3204,-0.3002,687
klinger_osc__fast21__slow34__signal9,klinger_osc,DIA,volume,0.04,0.2865,-0.2196,853
klinger_osc__fast55__slow89__signal13,klinger_osc,DIA,volume,0.1636,0.0597,-0.2397,625
price_oscillator__fast10__slow30__signal9,price_oscillator,DIA,trend,0.4015,-0.9035,-0.4958,311
price_oscillator__fast12__slow26__signal9,price_oscillator,DIA,trend,0.4849,-0.871,-0.4888,299
price_oscillator__fast5__slow20__signal5,price_oscillator,DIA,trend,0.3632,-0.2028,-0.2494,549
price_oscillator__fast20__slow50__signal9,price_oscillator,DIA,trend,0.1228,-0.6553,-0.4385,233
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.3,cmo_fisher,XLK,trend,-0.7582,-0.1798,-0.2412,897
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.2,cmo_fisher,XLK,trend,-0.6631,-0.6411,-0.3623,966
cmo_fisher__fisher_period14__cmo_period20__score_thresh0.3,cmo_fisher,XLK,trend,-0.3687,0.0571,-0.2237,712
cmo_fisher__fisher_period8__cmo_period14__score_thresh0.2,cmo_fisher,XLK,trend,-0.7844,-0.5959,-0.3326,1091
rvi_divergence__rvi_period10__lookback5,rvi_divergence,XLK,meanrev,-0.0389,0.0,0.0,20
rvi_divergence__rvi_period10__lookback8,rvi_divergence,XLK,meanrev,-0.4214,-0.6687,-0.0342,12
rvi_divergence__rvi_period14__lookback5,rvi_divergence,XLK,meanrev,-0.0389,0.0,0.0,20
adaptive_rsi__base_period14__fast_n2__slow_n30,adaptive_rsi,XLK,meanrev,0.0823,0.0701,-0.2931,238
adaptive_rsi__base_period14__fast_n2__slow_n60,adaptive_rsi,XLK,meanrev,0.0723,0.1867,-0.2741,241
adaptive_rsi__base_period9__fast_n2__slow_n30,adaptive_rsi,XLK,meanrev,-0.0042,0.2547,-0.2897,362
adaptive_rsi__base_period21__fast_n2__slow_n30,adaptive_rsi,XLK,meanrev,-0.0572,0.3631,-0.1937,171
elder_impulse__ema_period8,elder_impulse,XLK,composite,-0.4635,-0.4174,-0.3668,1488
elder_impulse__ema_period13,elder_impulse,XLK,composite,-0.4101,-0.3517,-0.381,1395
elder_impulse__ema_period20,elder_impulse,XLK,composite,-0.4524,-0.2663,-0.341,1355
klinger_osc__fast34__slow55__signal13,klinger_osc,XLK,volume,-0.3137,-0.5761,-0.5239,728
klinger_osc__fast21__slow34__signal9,klinger_osc,XLK,volume,-0.5085,-0.4798,-0.4354,925
klinger_osc__fast55__slow89__signal13,klinger_osc,XLK,volume,-0.312,-0.5633,-0.4674,646
price_oscillator__fast10__slow30__signal9,price_oscillator,XLK,trend,-0.0157,-0.1718,-0.3009,325
price_oscillator__fast12__slow26__signal9,price_oscillator,XLK,trend,-0.0273,-0.253,-0.3903,317
price_oscillator__fast5__slow20__signal5,price_oscillator,XLK,trend,-0.3776,-0.3325,-0.4041,587
price_oscillator__fast20__slow50__signal9,price_oscillator,XLK,trend,-0.0401,-0.6971,-0.5762,227
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.3,cmo_fisher,XLF,trend,-0.2328,0.1448,-0.1219,806
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.2,cmo_fisher,XLF,trend,-0.1569,-0.2861,-0.2274,962
cmo_fisher__fisher_period14__cmo_period20__score_thresh0.3,cmo_fisher,XLF,trend,0.0171,-0.182,-0.1301,655
cmo_fisher__fisher_period8__cmo_period14__score_thresh0.2,cmo_fisher,XLF,trend,-0.0033,-0.3542,-0.2443,1023
rvi_divergence__rvi_period10__lookback5,rvi_divergence,XLF,meanrev,0.4324,1.0099,-0.012,38
rvi_divergence__rvi_period10__lookback8,rvi_divergence,XLF,meanrev,-0.0153,-0.5473,-0.0772,14
rvi_divergence__rvi_period14__lookback5,rvi_divergence,XLF,meanrev,0.4324,1.0099,-0.012,38
adaptive_rsi__base_period14__fast_n2__slow_n30,adaptive_rsi,XLF,meanrev,0.0664,0.1017,-0.2348,256
adaptive_rsi__base_period14__fast_n2__slow_n60,adaptive_rsi,XLF,meanrev,0.0711,0.0528,-0.2266,244
adaptive_rsi__base_period9__fast_n2__slow_n30,adaptive_rsi,XLF,meanrev,0.0117,0.1195,-0.2951,386
adaptive_rsi__base_period21__fast_n2__slow_n30,adaptive_rsi,XLF,meanrev,-0.1173,-0.2138,-0.3273,179
elder_impulse__ema_period8,elder_impulse,XLF,composite,-0.0805,-0.0421,-0.2892,1488
elder_impulse__ema_period13,elder_impulse,XLF,composite,-0.0848,-0.2598,-0.3038,1411
elder_impulse__ema_period20,elder_impulse,XLF,composite,-0.1189,-0.0976,-0.3101,1356
klinger_osc__fast34__slow55__signal13,klinger_osc,XLF,volume,0.1507,0.1832,-0.3007,737
klinger_osc__fast21__slow34__signal9,klinger_osc,XLF,volume,-0.0217,0.4465,-0.2142,873
klinger_osc__fast55__slow89__signal13,klinger_osc,XLF,volume,0.3798,-0.1247,-0.3434,655
price_oscillator__fast10__slow30__signal9,price_oscillator,XLF,trend,0.3563,-0.4228,-0.4309,306
price_oscillator__fast12__slow26__signal9,price_oscillator,XLF,trend,0.2493,-0.2989,-0.379,296
price_oscillator__fast5__slow20__signal5,price_oscillator,XLF,trend,0.3289,-0.7264,-0.531,527
price_oscillator__fast20__slow50__signal9,price_oscillator,XLF,trend,0.1662,-0.386,-0.4269,224
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.3,cmo_fisher,XLE,trend,-0.2421,0.5499,-0.1314,824
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.2,cmo_fisher,XLE,trend,-0.3833,0.4304,-0.2074,966
cmo_fisher__fisher_period14__cmo_period20__score_thresh0.3,cmo_fisher,XLE,trend,-0.4741,0.4928,-0.1454,695
cmo_fisher__fisher_period8__cmo_period14__score_thresh0.2,cmo_fisher,XLE,trend,-0.3833,0.6025,-0.1405,1063
rvi_divergence__rvi_period10__lookback5,rvi_divergence,XLE,meanrev,-0.0666,0.1417,-0.0449,28
rvi_divergence__rvi_period10__lookback8,rvi_divergence,XLE,meanrev,-0.3294,-0.7794,-0.1643,16
rvi_divergence__rvi_period14__lookback5,rvi_divergence,XLE,meanrev,-0.0666,0.1417,-0.0449,28
adaptive_rsi__base_period14__fast_n2__slow_n30,adaptive_rsi,XLE,meanrev,0.0183,-0.4439,-0.5768,243
adaptive_rsi__base_period14__fast_n2__slow_n60,adaptive_rsi,XLE,meanrev,-0.108,-0.4122,-0.566,229
adaptive_rsi__base_period9__fast_n2__slow_n30,adaptive_rsi,XLE,meanrev,-0.1979,-0.2757,-0.4292,379
adaptive_rsi__base_period21__fast_n2__slow_n30,adaptive_rsi,XLE,meanrev,0.1062,0.3656,-0.3969,173
elder_impulse__ema_period8,elder_impulse,XLE,composite,0.1629,0.0833,-0.4015,1457
elder_impulse__ema_period13,elder_impulse,XLE,composite,0.0883,0.1059,-0.4226,1394
elder_impulse__ema_period20,elder_impulse,XLE,composite,0.1477,0.244,-0.3609,1324
klinger_osc__fast34__slow55__signal13,klinger_osc,XLE,volume,0.2228,0.1808,-0.3023,703
klinger_osc__fast21__slow34__signal9,klinger_osc,XLE,volume,0.2381,0.7127,-0.3648,881
klinger_osc__fast55__slow89__signal13,klinger_osc,XLE,volume,-0.1416,0.7739,-0.2103,674
price_oscillator__fast10__slow30__signal9,price_oscillator,XLE,trend,0.3497,0.3629,-0.306,278
price_oscillator__fast12__slow26__signal9,price_oscillator,XLE,trend,0.2203,0.2792,-0.3867,284
price_oscillator__fast5__slow20__signal5,price_oscillator,XLE,trend,0.3065,-0.0416,-0.4462,543
price_oscillator__fast20__slow50__signal9,price_oscillator,XLE,trend,-0.0376,0.4824,-0.2529,220
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.3,cmo_fisher,XLV,trend,-0.3606,-0.3397,-0.1681,808
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.2,cmo_fisher,XLV,trend,-0.5209,-0.0857,-0.1616,941
cmo_fisher__fisher_period14__cmo_period20__score_thresh0.3,cmo_fisher,XLV,trend,-0.1271,0.1092,-0.1158,683
cmo_fisher__fisher_period8__cmo_period14__score_thresh0.2,cmo_fisher,XLV,trend,-0.532,-0.2983,-0.2324,1011
rvi_divergence__rvi_period10__lookback5,rvi_divergence,XLV,meanrev,0.0456,0.0783,-0.0422,40
rvi_divergence__rvi_period10__lookback8,rvi_divergence,XLV,meanrev,-0.0879,-0.0169,-0.0118,10
rvi_divergence__rvi_period14__lookback5,rvi_divergence,XLV,meanrev,0.0456,0.0783,-0.0422,40
adaptive_rsi__base_period14__fast_n2__slow_n30,adaptive_rsi,XLV,meanrev,0.2437,-0.552,-0.349,268
adaptive_rsi__base_period14__fast_n2__slow_n60,adaptive_rsi,XLV,meanrev,0.2162,-0.4391,-0.3087,263
adaptive_rsi__base_period9__fast_n2__slow_n30,adaptive_rsi,XLV,meanrev,0.1,0.5919,-0.1943,375
adaptive_rsi__base_period21__fast_n2__slow_n30,adaptive_rsi,XLV,meanrev,-0.091,0.2127,-0.1897,158
elder_impulse__ema_period8,elder_impulse,XLV,composite,-0.4919,0.4002,-0.2489,1489
elder_impulse__ema_period13,elder_impulse,XLV,composite,-0.4797,0.2312,-0.252,1401
elder_impulse__ema_period20,elder_impulse,XLV,composite,-0.5279,0.4412,-0.2048,1335
klinger_osc__fast34__slow55__signal13,klinger_osc,XLV,volume,-0.2172,-0.4619,-0.3425,747
klinger_osc__fast21__slow34__signal9,klinger_osc,XLV,volume,-0.4133,0.28,-0.2018,945
klinger_osc__fast55__slow89__signal13,klinger_osc,XLV,volume,-0.2347,-0.7042,-0.4204,661
price_oscillator__fast10__slow30__signal9,price_oscillator,XLV,trend,0.3401,-0.6334,-0.4155,302
price_oscillator__fast12__slow26__signal9,price_oscillator,XLV,trend,0.2928,-0.6309,-0.4259,294
price_oscillator__fast5__slow20__signal5,price_oscillator,XLV,trend,-0.0747,-0.122,-0.3161,568
price_oscillator__fast20__slow50__signal9,price_oscillator,XLV,trend,0.0518,-0.611,-0.4892,233
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.3,cmo_fisher,XLI,trend,0.1139,-0.1976,-0.1906,820
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.2,cmo_fisher,XLI,trend,0.482,-0.7046,-0.3488,908
cmo_fisher__fisher_period14__cmo_period20__score_thresh0.3,cmo_fisher,XLI,trend,0.5918,-0.5398,-0.2033,643
cmo_fisher__fisher_period8__cmo_period14__score_thresh0.2,cmo_fisher,XLI,trend,0.1221,-0.4815,-0.3451,1028
rvi_divergence__rvi_period10__lookback5,rvi_divergence,XLI,meanrev,-0.4364,-0.0322,-0.0299,22
rvi_divergence__rvi_period10__lookback8,rvi_divergence,XLI,meanrev,-0.3585,0.4616,-0.0194,10
rvi_divergence__rvi_period14__lookback5,rvi_divergence,XLI,meanrev,-0.4364,-0.0322,-0.0299,22
adaptive_rsi__base_period14__fast_n2__slow_n30,adaptive_rsi,XLI,meanrev,0.1204,0.4673,-0.1704,271
adaptive_rsi__base_period14__fast_n2__slow_n60,adaptive_rsi,XLI,meanrev,0.1602,0.3525,-0.1846,272
adaptive_rsi__base_period9__fast_n2__slow_n30,adaptive_rsi,XLI,meanrev,-0.0194,0.711,-0.2544,375
adaptive_rsi__base_period21__fast_n2__slow_n30,adaptive_rsi,XLI,meanrev,0.2373,0.2203,-0.259,199
elder_impulse__ema_period8,elder_impulse,XLI,composite,-0.1306,0.1307,-0.25,1453
elder_impulse__ema_period13,elder_impulse,XLI,composite,-0.2809,-0.1234,-0.2478,1416
elder_impulse__ema_period20,elder_impulse,XLI,composite,-0.2678,-0.0499,-0.2288,1340
klinger_osc__fast34__slow55__signal13,klinger_osc,XLI,volume,-0.0792,-0.459,-0.3797,707
klinger_osc__fast21__slow34__signal9,klinger_osc,XLI,volume,-0.0399,0.4101,-0.1914,873
klinger_osc__fast55__slow89__signal13,klinger_osc,XLI,volume,-0.0539,-0.8172,-0.5378,677
price_oscillator__fast10__slow30__signal9,price_oscillator,XLI,trend,0.3199,-0.3781,-0.3562,300
price_oscillator__fast12__slow26__signal9,price_oscillator,XLI,trend,0.3306,-0.5052,-0.4131,290
price_oscillator__fast5__slow20__signal5,price_oscillator,XLI,trend,0.1863,-0.2106,-0.3925,557
price_oscillator__fast20__slow50__signal9,price_oscillator,XLI,trend,0.127,-0.6421,-0.4841,228
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.3,cmo_fisher,XLU,trend,-0.5943,-0.4808,-0.2331,787
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.2,cmo_fisher,XLU,trend,-0.5384,-0.3961,-0.2361,916
cmo_fisher__fisher_period14__cmo_period20__score_thresh0.3,cmo_fisher,XLU,trend,-0.2883,-0.9065,-0.276,662
cmo_fisher__fisher_period8__cmo_period14__score_thresh0.2,cmo_fisher,XLU,trend,-0.4301,-0.5699,-0.2611,1011
rvi_divergence__rvi_period10__lookback5,rvi_divergence,XLU,meanrev,-0.0377,-0.4468,-0.0812,34
rvi_divergence__rvi_period10__lookback8,rvi_divergence,XLU,meanrev,-0.2586,0.0,0.0,6
rvi_divergence__rvi_period14__lookback5,rvi_divergence,XLU,meanrev,-0.0377,-0.4468,-0.0812,34
adaptive_rsi__base_period14__fast_n2__slow_n30,adaptive_rsi,XLU,meanrev,-0.0439,0.176,-0.3477,240
adaptive_rsi__base_period14__fast_n2__slow_n60,adaptive_rsi,XLU,meanrev,-0.1468,0.2084,-0.3042,240
adaptive_rsi__base_period9__fast_n2__slow_n30,adaptive_rsi,XLU,meanrev,-0.0439,-0.2341,-0.356,374
adaptive_rsi__base_period21__fast_n2__slow_n30,adaptive_rsi,XLU,meanrev,-0.0556,0.6463,-0.1711,183
elder_impulse__ema_period8,elder_impulse,XLU,composite,-0.2965,-0.3589,-0.3471,1506
elder_impulse__ema_period13,elder_impulse,XLU,composite,-0.2969,-0.6475,-0.4266,1469
elder_impulse__ema_period20,elder_impulse,XLU,composite,-0.2015,-0.5365,-0.3815,1397
klinger_osc__fast34__slow55__signal13,klinger_osc,XLU,volume,0.3833,0.6021,-0.1768,739
klinger_osc__fast21__slow34__signal9,klinger_osc,XLU,volume,-0.0331,0.1942,-0.2999,927
klinger_osc__fast55__slow89__signal13,klinger_osc,XLU,volume,0.2519,0.4579,-0.1664,671
price_oscillator__fast10__slow30__signal9,price_oscillator,XLU,trend,-0.0045,-0.075,-0.32,325
price_oscillator__fast12__slow26__signal9,price_oscillator,XLU,trend,0.0646,-0.2396,-0.3649,311
price_oscillator__fast5__slow20__signal5,price_oscillator,XLU,trend,-0.254,0.5627,-0.1777,588
price_oscillator__fast20__slow50__signal9,price_oscillator,XLU,trend,0.1554,-0.2092,-0.3669,219
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.3,cmo_fisher,XLY,trend,0.0465,-0.0778,-0.1842,788
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.2,cmo_fisher,XLY,trend,-0.0203,-0.4593,-0.3182,936
cmo_fisher__fisher_period14__cmo_period20__score_thresh0.3,cmo_fisher,XLY,trend,0.1154,0.1803,-0.1219,659
cmo_fisher__fisher_period8__cmo_period14__score_thresh0.2,cmo_fisher,XLY,trend,-0.0546,-0.4329,-0.2817,1032
rvi_divergence__rvi_period10__lookback5,rvi_divergence,XLY,meanrev,-0.057,0.5682,-0.0186,26
rvi_divergence__rvi_period10__lookback8,rvi_divergence,XLY,meanrev,0.1651,0.0412,-0.0135,16
rvi_divergence__rvi_period14__lookback5,rvi_divergence,XLY,meanrev,-0.057,0.5682,-0.0186,26
adaptive_rsi__base_period14__fast_n2__slow_n30,adaptive_rsi,XLY,meanrev,-0.0386,-0.1677,-0.2645,250
adaptive_rsi__base_period14__fast_n2__slow_n60,adaptive_rsi,XLY,meanrev,0.0055,-0.1175,-0.2424,253
adaptive_rsi__base_period9__fast_n2__slow_n30,adaptive_rsi,XLY,meanrev,-0.3365,0.4286,-0.2132,367
adaptive_rsi__base_period21__fast_n2__slow_n30,adaptive_rsi,XLY,meanrev,0.1766,0.0963,-0.2303,177
elder_impulse__ema_period8,elder_impulse,XLY,composite,-0.0714,0.1508,-0.2608,1485
elder_impulse__ema_period13,elder_impulse,XLY,composite,0.153,-0.3386,-0.3113,1419
elder_impulse__ema_period20,elder_impulse,XLY,composite,0.1293,-0.3151,-0.3288,1351
klinger_osc__fast34__slow55__signal13,klinger_osc,XLY,volume,0.1437,-0.2401,-0.4335,682
klinger_osc__fast21__slow34__signal9,klinger_osc,XLY,volume,0.1054,-0.15,-0.3355,912
klinger_osc__fast55__slow89__signal13,klinger_osc,XLY,volume,0.2391,-0.1459,-0.3846,620
price_oscillator__fast10__slow30__signal9,price_oscillator,XLY,trend,0.0674,-0.2844,-0.4643,308
price_oscillator__fast12__slow26__signal9,price_oscillator,XLY,trend,0.0787,-0.5778,-0.517,306
price_oscillator__fast5__slow20__signal5,price_oscillator,XLY,trend,0.2091,-0.0626,-0.406,580
price_oscillator__fast20__slow50__signal9,price_oscillator,XLY,trend,0.2214,-0.4142,-0.4093,228
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.3,cmo_fisher,XLP,trend,-0.7317,-0.2015,-0.0959,862
cmo_fisher__fisher_period10__cmo_period14__score_thresh0.2,cmo_fisher,XLP,trend,-0.7239,-0.3938,-0.1662,953
cmo_fisher__fisher_period14__cmo_period20__score_thresh0.3,cmo_fisher,XLP,trend,-0.4144,-0.3351,-0.1112,684
cmo_fisher__fisher_period8__cmo_period14__score_thresh0.2,cmo_fisher,XLP,trend,-0.7274,-0.4252,-0.1751,1064
rvi_divergence__rvi_period10__lookback5,rvi_divergence,XLP,meanrev,-0.2857,0.2778,-0.0177,18
rvi_divergence__rvi_period10__lookback8,rvi_divergence,XLP,meanrev,0.0081,0.2285,-0.0126,24
rvi_divergence__rvi_period14__lookback5,rvi_divergence,XLP,meanrev,-0.2857,0.2778,-0.0177,18
adaptive_rsi__base_period14__fast_n2__slow_n30,adaptive_rsi,XLP,meanrev,0.0147,0.2481,-0.1848,234
adaptive_rsi__base_period14__fast_n2__slow_n60,adaptive_rsi,XLP,meanrev,0.0064,0.3669,-0.1751,236
adaptive_rsi__base_period9__fast_n2__slow_n30,adaptive_rsi,XLP,meanrev,-0.0972,-0.2413,-0.2462,342
adaptive_rsi__base_period21__fast_n2__slow_n30,adaptive_rsi,XLP,meanrev,-0.1819,0.3718,-0.1736,164
elder_impulse__ema_period8,elder_impulse,XLP,composite,-0.4532,-0.1049,-0.2105,1511
elder_impulse__ema_period13,elder_impulse,XLP,composite,-0.385,0.0243,-0.1895,1433
elder_impulse__ema_period20,elder_impulse,XLP,composite,-0.3652,0.0521,-0.1778,1376
klinger_osc__fast34__slow55__signal13,klinger_osc,XLP,volume,-0.2434,-0.1963,-0.2815,703
