name,family,ticker,category,is_sharpe,oos_sharpe,oos_drawdown,trade_count
signed_range_mom__period63__threshold0.1,signed_range_mom,QQQ,trend,-0.8209,-0.2614,-0.2592,414
multi_tsmom,multi_tsmom,QQQ,trend,0.5396,0.3841,-0.2266,249
"multi_tsmom__lookbacks(63, 126, 252)",multi_tsmom,QQQ,trend,0.4363,0.7301,-0.2201,98
"multi_tsmom__lookbacks(21, 63, 252)",multi_tsmom,QQQ,trend,0.5283,-0.0001,-0.3142,182
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.4, 0.3, 0.2, 0.1)",multi_tsmom,QQQ,trend,0.5392,-0.0353,-0.3344,175
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.1, 0.2, 0.3, 0.4)",multi_tsmom,QQQ,trend,0.5069,0.7653,-0.1742,121
baz_trend__ewmstd_span42,baz_trend,IWM,trend,0.0769,-0.4081,-0.4304,84
baz_trend__ewmstd_span63,baz_trend,IWM,trend,0.0769,-0.4081,-0.4304,84
baz_trend__ewmstd_span126,baz_trend,IWM,trend,0.0769,-0.4081,-0.4304,84
intermediate_mom__start252__end126,intermediate_mom,IWM,trend,0.0536,-0.2287,-0.4797,154
intermediate_mom__start189__end105,intermediate_mom,IWM,trend,0.2765,0.1855,-0.3325,178
intermediate_mom__start168__end84,intermediate_mom,IWM,trend,0.0653,-0.1689,-0.3484,182
intermediate_mom__start252__end63,intermediate_mom,IWM,trend,0.1669,0.1507,-0.3942,120
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.0,mom_crash_protect,IWM,trend,0.0791,0.0744,-0.3442,117
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.25,mom_crash_protect,IWM,trend,0.0751,0.0744,-0.3442,118
mom_crash_protect__bear_lookback252__bear_thresh-0.2__damp0.0,mom_crash_protect,IWM,trend,0.0783,0.0744,-0.3442,112
mom_crash_protect__bear_lookback504__bear_thresh-0.25__damp0.0,mom_crash_protect,IWM,trend,0.0646,0.0744,-0.3442,102
consistent_mom__consistency_thresh0.5,consistent_mom,IWM,trend,0.1906,0.234,-0.3116,409
consistent_mom__consistency_thresh0.58,consistent_mom,IWM,trend,0.112,0.0369,-0.3172,623
consistent_mom__consistency_thresh0.67,consistent_mom,IWM,trend,-0.0108,-0.6057,-0.3055,406
signed_range_mom__period10__threshold0.1,signed_range_mom,IWM,trend,0.2096,-0.5997,-0.4611,966
signed_range_mom__period21__threshold0.1,signed_range_mom,IWM,trend,-0.1474,0.1523,-0.1882,702
signed_range_mom__period21__threshold0.15,signed_range_mom,IWM,trend,-0.1732,-0.1186,-0.2057,647
signed_range_mom__period42__threshold0.1,signed_range_mom,IWM,trend,-0.7995,0.1008,-0.2872,491
signed_range_mom__period63__threshold0.1,signed_range_mom,IWM,trend,-0.5373,0.4139,-0.1436,321
multi_tsmom,multi_tsmom,IWM,trend,0.014,-0.1461,-0.2694,397
"multi_tsmom__lookbacks(63, 126, 252)",multi_tsmom,IWM,trend,-0.0087,0.2112,-0.1995,170
"multi_tsmom__lookbacks(21, 63, 252)",multi_tsmom,IWM,trend,0.061,-0.5115,-0.4586,274
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.4, 0.3, 0.2, 0.1)",multi_tsmom,IWM,trend,0.0216,-0.4765,-0.4462,272
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.1, 0.2, 0.3, 0.4)",multi_tsmom,IWM,trend,0.0259,0.0235,-0.2312,213
baz_trend__ewmstd_span42,baz_trend,DIA,trend,0.1371,-0.3554,-0.4189,79
baz_trend__ewmstd_span63,baz_trend,DIA,trend,0.1371,-0.3554,-0.4189,79
baz_trend__ewmstd_span126,baz_trend,DIA,trend,0.1371,-0.3554,-0.4189,79
intermediate_mom__start252__end126,intermediate_mom,DIA,trend,0.5902,0.3788,-0.2608,127
intermediate_mom__start189__end105,intermediate_mom,DIA,trend,0.5831,0.9085,-0.1623,158
intermediate_mom__start168__end84,intermediate_mom,DIA,trend,0.3951,0.2366,-0.2826,158
intermediate_mom__start252__end63,intermediate_mom,DIA,trend,1.0063,0.3585,-0.1814,114
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.0,mom_crash_protect,DIA,trend,0.5911,0.2153,-0.3029,58
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.25,mom_crash_protect,DIA,trend,0.5911,0.2153,-0.3029,58
mom_crash_protect__bear_lookback252__bear_thresh-0.2__damp0.0,mom_crash_protect,DIA,trend,0.5911,0.2153,-0.3029,58
mom_crash_protect__bear_lookback504__bear_thresh-0.25__damp0.0,mom_crash_protect,DIA,trend,0.5911,0.2153,-0.3029,58
consistent_mom__consistency_thresh0.5,consistent_mom,DIA,trend,0.7802,0.2269,-0.2979,232
consistent_mom__consistency_thresh0.58,consistent_mom,DIA,trend,0.7887,0.3063,-0.1918,307
consistent_mom__consistency_thresh0.67,consistent_mom,DIA,trend,0.7133,0.2088,-0.1569,616
signed_range_mom__period10__threshold0.1,signed_range_mom,DIA,trend,0.222,-0.4132,-0.2898,997
signed_range_mom__period21__threshold0.1,signed_range_mom,DIA,trend,0.193,-0.29,-0.1841,719
signed_range_mom__period21__threshold0.15,signed_range_mom,DIA,trend,0.0474,-0.5842,-0.2581,646
signed_range_mom__period42__threshold0.1,signed_range_mom,DIA,trend,-0.1598,-0.4873,-0.2893,504
signed_range_mom__period63__threshold0.1,signed_range_mom,DIA,trend,-0.31,-0.2576,-0.1938,350
multi_tsmom,multi_tsmom,DIA,trend,0.3773,-0.03,-0.3369,321
"multi_tsmom__lookbacks(63, 126, 252)",multi_tsmom,DIA,trend,0.2459,0.2573,-0.2994,134
"multi_tsmom__lookbacks(21, 63, 252)",multi_tsmom,DIA,trend,0.2508,-0.171,-0.3696,226
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.4, 0.3, 0.2, 0.1)",multi_tsmom,DIA,trend,0.4134,-0.3117,-0.4237,222
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.1, 0.2, 0.3, 0.4)",multi_tsmom,DIA,trend,0.2878,0.3795,-0.2436,145
baz_trend__ewmstd_span42,baz_trend,XLK,trend,0.3247,-0.0343,-0.3237,59
baz_trend__ewmstd_span63,baz_trend,XLK,trend,0.3247,-0.0343,-0.3237,59
baz_trend__ewmstd_span126,baz_trend,XLK,trend,0.3247,-0.0343,-0.3237,59
intermediate_mom__start252__end126,intermediate_mom,XLK,trend,0.5741,0.5998,-0.2378,111
intermediate_mom__start189__end105,intermediate_mom,XLK,trend,0.2683,0.5025,-0.2378,135
intermediate_mom__start168__end84,intermediate_mom,XLK,trend,0.3,0.1335,-0.3188,139
intermediate_mom__start252__end63,intermediate_mom,XLK,trend,0.8444,0.454,-0.2378,89
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.0,mom_crash_protect,XLK,trend,0.6973,0.5582,-0.2378,42
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.25,mom_crash_protect,XLK,trend,0.6973,0.5582,-0.2378,42
mom_crash_protect__bear_lookback252__bear_thresh-0.2__damp0.0,mom_crash_protect,XLK,trend,0.7,0.5582,-0.2378,58
mom_crash_protect__bear_lookback504__bear_thresh-0.25__damp0.0,mom_crash_protect,XLK,trend,0.6973,0.5582,-0.2378,42
consistent_mom__consistency_thresh0.5,consistent_mom,XLK,trend,0.7256,0.5166,-0.2378,157
consistent_mom__consistency_thresh0.58,consistent_mom,XLK,trend,0.6623,0.5174,-0.2749,365
consistent_mom__consistency_thresh0.67,consistent_mom,XLK,trend,1.0319,0.4027,-0.1561,562
signed_range_mom__period10__threshold0.1,signed_range_mom,XLK,trend,-0.3447,-0.3266,-0.4514,1068
signed_range_mom__period21__threshold0.1,signed_range_mom,XLK,trend,-0.0287,-0.7345,-0.5349,766
signed_range_mom__period21__threshold0.15,signed_range_mom,XLK,trend,0.0372,-0.228,-0.3052,644
signed_range_mom__period42__threshold0.1,signed_range_mom,XLK,trend,-0.1425,-0.4747,-0.4273,439
signed_range_mom__period63__threshold0.1,signed_range_mom,XLK,trend,-0.4324,-0.2539,-0.2871,316
multi_tsmom,multi_tsmom,XLK,trend,0.2907,0.2638,-0.2389,279
"multi_tsmom__lookbacks(63, 126, 252)",multi_tsmom,XLK,trend,0.2534,0.6654,-0.2132,108
"multi_tsmom__lookbacks(21, 63, 252)",multi_tsmom,XLK,trend,0.2287,-0.1796,-0.4249,208
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.4, 0.3, 0.2, 0.1)",multi_tsmom,XLK,trend,0.2401,-0.1833,-0.4268,198
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.1, 0.2, 0.3, 0.4)",multi_tsmom,XLK,trend,0.3547,0.7402,-0.2001,124
baz_trend__ewmstd_span42,baz_trend,XLF,trend,0.1541,0.2763,-0.4521,76
baz_trend__ewmstd_span63,baz_trend,XLF,trend,0.1541,0.2763,-0.4521,76
baz_trend__ewmstd_span126,baz_trend,XLF,trend,0.1541,0.2763,-0.4521,76
intermediate_mom__start252__end126,intermediate_mom,XLF,trend,-0.0841,0.185,-0.3412,111
intermediate_mom__start189__end105,intermediate_mom,XLF,trend,-0.0121,1.138,-0.2262,174
intermediate_mom__start168__end84,intermediate_mom,XLF,trend,0.0437,0.1694,-0.3533,178
intermediate_mom__start252__end63,intermediate_mom,XLF,trend,0.3351,0.4888,-0.3299,97
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.0,mom_crash_protect,XLF,trend,0.058,0.1979,-0.3922,72
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.25,mom_crash_protect,XLF,trend,0.0572,0.1979,-0.3922,72
mom_crash_protect__bear_lookback252__bear_thresh-0.2__damp0.0,mom_crash_protect,XLF,trend,0.0773,0.1979,-0.3922,78
mom_crash_protect__bear_lookback504__bear_thresh-0.25__damp0.0,mom_crash_protect,XLF,trend,0.055,0.1979,-0.3922,70
consistent_mom__consistency_thresh0.5,consistent_mom,XLF,trend,0.1997,0.3058,-0.3763,340
consistent_mom__consistency_thresh0.58,consistent_mom,XLF,trend,0.1016,0.2141,-0.3337,504
consistent_mom__consistency_thresh0.67,consistent_mom,XLF,trend,0.1405,0.5294,-0.1582,469
signed_range_mom__period10__threshold0.1,signed_range_mom,XLF,trend,-0.2933,-0.0323,-0.313,1019
signed_range_mom__period21__threshold0.1,signed_range_mom,XLF,trend,-0.0518,0.097,-0.2236,705
signed_range_mom__period21__threshold0.15,signed_range_mom,XLF,trend,-0.0543,0.2995,-0.1734,600
signed_range_mom__period42__threshold0.1,signed_range_mom,XLF,trend,-0.3498,-0.003,-0.1826,527
signed_range_mom__period63__threshold0.1,signed_range_mom,XLF,trend,-0.4665,0.2583,-0.1762,337
multi_tsmom,multi_tsmom,XLF,trend,0.2082,0.4438,-0.3394,353
"multi_tsmom__lookbacks(63, 126, 252)",multi_tsmom,XLF,trend,0.3485,0.378,-0.4123,139
"multi_tsmom__lookbacks(21, 63, 252)",multi_tsmom,XLF,trend,0.081,0.2479,-0.3864,252
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.4, 0.3, 0.2, 0.1)",multi_tsmom,XLF,trend,0.0738,0.4248,-0.3318,248
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.1, 0.2, 0.3, 0.4)",multi_tsmom,XLF,trend,0.2847,0.4421,-0.3715,180
baz_trend__ewmstd_span42,baz_trend,XLE,trend,0.056,-0.1953,-0.4621,91
baz_trend__ewmstd_span63,baz_trend,XLE,trend,0.056,-0.1953,-0.4621,91
baz_trend__ewmstd_span126,baz_trend,XLE,trend,0.056,-0.1953,-0.4621,91
intermediate_mom__start252__end126,intermediate_mom,XLE,trend,0.0045,0.0747,-0.5565,139
intermediate_mom__start189__end105,intermediate_mom,XLE,trend,-0.098,0.8015,-0.4047,154
intermediate_mom__start168__end84,intermediate_mom,XLE,trend,-0.2883,0.0834,-0.4307,154
intermediate_mom__start252__end63,intermediate_mom,XLE,trend,0.0565,-0.179,-0.4988,95
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.0,mom_crash_protect,XLE,trend,0.2261,0.1516,-0.3872,157
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.25,mom_crash_protect,XLE,trend,0.2068,0.1014,-0.4077,161
mom_crash_protect__bear_lookback252__bear_thresh-0.2__damp0.0,mom_crash_protect,XLE,trend,0.2749,-0.0713,-0.5043,150
mom_crash_protect__bear_lookback504__bear_thresh-0.25__damp0.0,mom_crash_protect,XLE,trend,0.2824,0.0642,-0.4304,168
consistent_mom__consistency_thresh0.5,consistent_mom,XLE,trend,0.2736,-0.0651,-0.385,444
consistent_mom__consistency_thresh0.58,consistent_mom,XLE,trend,0.1867,0.3031,-0.1807,528
consistent_mom__consistency_thresh0.67,consistent_mom,XLE,trend,-0.2803,-0.2346,-0.1426,324
signed_range_mom__period10__threshold0.1,signed_range_mom,XLE,trend,0.3669,0.0624,-0.2793,1005
signed_range_mom__period21__threshold0.1,signed_range_mom,XLE,trend,0.2171,0.0165,-0.4158,635
signed_range_mom__period21__threshold0.15,signed_range_mom,XLE,trend,0.0461,-0.0446,-0.4049,603
signed_range_mom__period42__threshold0.1,signed_range_mom,XLE,trend,0.3701,-0.6064,-0.4895,437
signed_range_mom__period63__threshold0.1,signed_range_mom,XLE,trend,0.1881,-0.3959,-0.3688,363
multi_tsmom,multi_tsmom,XLE,trend,0.0606,0.0278,-0.3528,384
"multi_tsmom__lookbacks(63, 126, 252)",multi_tsmom,XLE,trend,0.1034,0.134,-0.3416,173
"multi_tsmom__lookbacks(21, 63, 252)",multi_tsmom,XLE,trend,0.0204,0.2266,-0.3676,254
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.4, 0.3, 0.2, 0.1)",multi_tsmom,XLE,trend,-0.0211,-0.0828,-0.4582,259
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.1, 0.2, 0.3, 0.4)",multi_tsmom,XLE,trend,0.0383,0.2358,-0.3216,222
baz_trend__ewmstd_span42,baz_trend,XLV,trend,0.13,0.0534,-0.3316,68
baz_trend__ewmstd_span63,baz_trend,XLV,trend,0.13,0.0534,-0.3316,68
baz_trend__ewmstd_span126,baz_trend,XLV,trend,0.13,0.0534,-0.3316,68
intermediate_mom__start252__end126,intermediate_mom,XLV,trend,0.343,0.596,-0.1689,147
intermediate_mom__start189__end105,intermediate_mom,XLV,trend,0.6408,0.4698,-0.2065,133
intermediate_mom__start168__end84,intermediate_mom,XLV,trend,0.389,0.2484,-0.2321,133
intermediate_mom__start252__end63,intermediate_mom,XLV,trend,0.7281,0.4963,-0.1644,123
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.0,mom_crash_protect,XLV,trend,0.3894,0.6096,-0.1644,70
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.25,mom_crash_protect,XLV,trend,0.3894,0.6096,-0.1644,70
mom_crash_protect__bear_lookback252__bear_thresh-0.2__damp0.0,mom_crash_protect,XLV,trend,0.3894,0.6096,-0.1644,70
mom_crash_protect__bear_lookback504__bear_thresh-0.25__damp0.0,mom_crash_protect,XLV,trend,0.3894,0.6096,-0.1644,70
consistent_mom__consistency_thresh0.5,consistent_mom,XLV,trend,0.3128,0.579,-0.1644,234
consistent_mom__consistency_thresh0.58,consistent_mom,XLV,trend,0.3558,0.5733,-0.1644,422
consistent_mom__consistency_thresh0.67,consistent_mom,XLV,trend,0.2386,0.1646,-0.1842,604
signed_range_mom__period10__threshold0.1,signed_range_mom,XLV,trend,-0.5399,-0.3618,-0.3074,974
signed_range_mom__period21__threshold0.1,signed_range_mom,XLV,trend,-0.4954,-0.1274,-0.2073,689
signed_range_mom__period21__threshold0.15,signed_range_mom,XLV,trend,-0.4587,-0.2786,-0.2556,628
signed_range_mom__period42__threshold0.1,signed_range_mom,XLV,trend,-0.2211,-0.6455,-0.3335,447
signed_range_mom__period63__threshold0.1,signed_range_mom,XLV,trend,-0.492,-0.1778,-0.2161,342
multi_tsmom,multi_tsmom,XLV,trend,-0.1838,0.3271,-0.2755,330
"multi_tsmom__lookbacks(63, 126, 252)",multi_tsmom,XLV,trend,-0.262,0.3901,-0.3038,155
"multi_tsmom__lookbacks(21, 63, 252)",multi_tsmom,XLV,trend,-0.0406,0.2578,-0.2549,217
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.4, 0.3, 0.2, 0.1)",multi_tsmom,XLV,trend,0.0407,0.2143,-0.2756,220
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.1, 0.2, 0.3, 0.4)",multi_tsmom,XLV,trend,-0.2396,0.4364,-0.2785,192
baz_trend__ewmstd_span42,baz_trend,XLI,trend,0.4063,0.0544,-0.3313,71
baz_trend__ewmstd_span63,baz_trend,XLI,trend,0.4063,0.0544,-0.3313,71
baz_trend__ewmstd_span126,baz_trend,XLI,trend,0.4063,0.0544,-0.3313,71
intermediate_mom__start252__end126,intermediate_mom,XLI,trend,0.1831,0.1573,-0.2976,127
intermediate_mom__start189__end105,intermediate_mom,XLI,trend,0.1392,0.6777,-0.2453,132
intermediate_mom__start168__end84,intermediate_mom,XLI,trend,0.122,-0.4474,-0.4768,136
intermediate_mom__start252__end63,intermediate_mom,XLI,trend,0.3912,0.4128,-0.258,62
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.0,mom_crash_protect,XLI,trend,0.2823,-0.2459,-0.4821,102
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.25,mom_crash_protect,XLI,trend,0.2823,-0.2459,-0.4821,102
mom_crash_protect__bear_lookback252__bear_thresh-0.2__damp0.0,mom_crash_protect,XLI,trend,0.3046,-0.2459,-0.4821,106
mom_crash_protect__bear_lookback504__bear_thresh-0.25__damp0.0,mom_crash_protect,XLI,trend,0.2823,-0.2459,-0.4821,102
consistent_mom__consistency_thresh0.5,consistent_mom,XLI,trend,0.5194,-0.0865,-0.4334,345
consistent_mom__consistency_thresh0.58,consistent_mom,XLI,trend,0.5237,0.0797,-0.3336,497
consistent_mom__consistency_thresh0.67,consistent_mom,XLI,trend,-0.2455,0.2795,-0.0839,478
signed_range_mom__period10__threshold0.1,signed_range_mom,XLI,trend,0.0441,-0.4866,-0.3614,997
signed_range_mom__period21__threshold0.1,signed_range_mom,XLI,trend,-0.1622,-0.5035,-0.4107,680
signed_range_mom__period21__threshold0.15,signed_range_mom,XLI,trend,-0.1982,-0.5207,-0.3221,645
signed_range_mom__period42__threshold0.1,signed_range_mom,XLI,trend,-0.3592,-0.0058,-0.1875,453
signed_range_mom__period63__threshold0.1,signed_range_mom,XLI,trend,-0.2895,-0.3523,-0.2962,387
multi_tsmom,multi_tsmom,XLI,trend,0.2927,-0.0658,-0.3011,355
"multi_tsmom__lookbacks(63, 126, 252)",multi_tsmom,XLI,trend,0.1685,0.2966,-0.2957,163
"multi_tsmom__lookbacks(21, 63, 252)",multi_tsmom,XLI,trend,0.2449,-0.1936,-0.3198,262
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.4, 0.3, 0.2, 0.1)",multi_tsmom,XLI,trend,0.3428,-0.4162,-0.3857,237
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.1, 0.2, 0.3, 0.4)",multi_tsmom,XLI,trend,0.1762,0.2974,-0.2564,203
baz_trend__ewmstd_span42,baz_trend,XLU,trend,-0.2232,-0.0911,-0.3446,78
baz_trend__ewmstd_span63,baz_trend,XLU,trend,-0.2232,-0.0911,-0.3446,78
baz_trend__ewmstd_span126,baz_trend,XLU,trend,-0.2232,-0.0911,-0.3446,78
intermediate_mom__start252__end126,intermediate_mom,XLU,trend,0.679,0.0756,-0.1988,107
intermediate_mom__start189__end105,intermediate_mom,XLU,trend,0.4316,-0.2685,-0.3816,183
intermediate_mom__start168__end84,intermediate_mom,XLU,trend,0.1486,0.2006,-0.3334,183
intermediate_mom__start252__end63,intermediate_mom,XLU,trend,0.6659,0.0677,-0.2821,120
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.0,mom_crash_protect,XLU,trend,0.6503,-0.2684,-0.3711,92
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.25,mom_crash_protect,XLU,trend,0.6503,-0.2684,-0.3711,92
mom_crash_protect__bear_lookback252__bear_thresh-0.2__damp0.0,mom_crash_protect,XLU,trend,0.6503,-0.2684,-0.3711,92
mom_crash_protect__bear_lookback504__bear_thresh-0.25__damp0.0,mom_crash_protect,XLU,trend,0.6503,-0.2684,-0.3711,92
consistent_mom__consistency_thresh0.5,consistent_mom,XLU,trend,0.5889,-0.2627,-0.3648,243
consistent_mom__consistency_thresh0.58,consistent_mom,XLU,trend,0.6174,0.2391,-0.2363,465
consistent_mom__consistency_thresh0.67,consistent_mom,XLU,trend,-0.3879,-0.3671,-0.1322,538
signed_range_mom__period10__threshold0.1,signed_range_mom,XLU,trend,-0.1233,-0.7808,-0.4675,999
signed_range_mom__period21__threshold0.1,signed_range_mom,XLU,trend,0.0256,0.2179,-0.1787,630
signed_range_mom__period21__threshold0.15,signed_range_mom,XLU,trend,0.1199,-0.0655,-0.2621,549
signed_range_mom__period42__threshold0.1,signed_range_mom,XLU,trend,-0.4351,-0.7427,-0.4127,422
signed_range_mom__period63__threshold0.1,signed_range_mom,XLU,trend,-0.2496,-0.1327,-0.249,328
multi_tsmom,multi_tsmom,XLU,trend,-0.2567,-0.2406,-0.3808,353
"multi_tsmom__lookbacks(63, 126, 252)",multi_tsmom,XLU,trend,-0.3067,0.1763,-0.262,148
"multi_tsmom__lookbacks(21, 63, 252)",multi_tsmom,XLU,trend,-0.2995,-0.4698,-0.4753,270
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.4, 0.3, 0.2, 0.1)",multi_tsmom,XLU,trend,-0.144,-0.6155,-0.5234,245
"multi_tsmom__lookbacks(21, 63, 126, 252)__weights(0.1, 0.2, 0.3, 0.4)",multi_tsmom,XLU,trend,-0.1817,0.0327,-0.3164,200
baz_trend__ewmstd_span42,baz_trend,XLY,trend,0.2083,0.0105,-0.3045,72
baz_trend__ewmstd_span63,baz_trend,XLY,trend,0.2083,0.0105,-0.3045,72
baz_trend__ewmstd_span126,baz_trend,XLY,trend,0.2083,0.0105,-0.3045,72
intermediate_mom__start252__end126,intermediate_mom,XLY,trend,0.5809,1.0863,-0.215,113
intermediate_mom__start189__end105,intermediate_mom,XLY,trend,0.5698,0.4313,-0.2002,162
intermediate_mom__start168__end84,intermediate_mom,XLY,trend,0.4037,0.4918,-0.2005,164
intermediate_mom__start252__end63,intermediate_mom,XLY,trend,0.8347,0.8891,-0.215,68
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.0,mom_crash_protect,XLY,trend,0.515,0.8516,-0.215,36
mom_crash_protect__bear_lookback504__bear_thresh-0.2__damp0.25,mom_crash_protect,XLY,trend,0.5148,0.8516,-0.215,36
mom_crash_protect__bear_lookback252__bear_thresh-0.2__damp0.0,mom_crash_protect,XLY,trend,0.5239,0.8516,-0.215,56
